model,layer_index,layer_ordinal,relative_depth,estimator,raw_or_pc,partition_idx,group_a,group_b,is_canonical_wei,S_group_a,S_group_b,S_between,delta_group_a,delta_group_b,T,rank
gemma-2-9b-it,19,20,0.4634146341463415,median,placebo_calibrated,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.4126310447851817,0.2738834321498871,0.31613069565759766,0.09650034912758404,-0.042247263507710575,0.02712654280993676,4
gemma-2-9b-it,19,20,0.4634146341463415,median,placebo_calibrated,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.44177062312761944,0.25882013017932576,0.31143860353363884,0.1303320195939806,-0.05261847335431308,0.038856773119833765,3
gemma-2-9b-it,19,20,0.4634146341463415,trimmed_mean,raw,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.47325538595517475,0.5797076523303986,0.32928765813509625,0.1439677278200785,0.2504199941953023,0.19719386100769037,1
gemma-2-9b-it,19,20,0.4634146341463415,trimmed_mean,raw,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.5009162028630575,0.2310592234134674,0.43628352880477905,0.06463267405827844,-0.20522430539131165,-0.0702958156665166,7
gemma-2-9b-it,19,20,0.4634146341463415,trimmed_mean,raw,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.49798016746838886,0.22034187614917755,0.4408346563577652,0.05714551111062366,-0.22049278020858765,-0.08167363454898202,10
gemma-2-9b-it,19,20,0.4634146341463415,trimmed_mean,raw,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.47731194893519086,0.3460422803958257,0.40582392778661514,0.07148802114857572,-0.05978164739078945,0.005853186878893135,5
gemma-2-9b-it,19,20,0.4634146341463415,trimmed_mean,raw,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.3227519790331523,0.39869948228200275,0.4397915171252357,-0.1170395380920834,-0.04109203484323293,-0.07906578646765816,8
gemma-2-9b-it,19,20,0.4634146341463415,trimmed_mean,raw,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.32571300367514294,0.39387919505437213,0.440411271320449,-0.11469826764530605,-0.04653207626607686,-0.08061517195569146,9
gemma-2-9b-it,19,20,0.4634146341463415,trimmed_mean,raw,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.2753463536500931,0.4898811678091685,0.4251994970772002,-0.1498531434271071,0.06468167073196834,-0.04258573634756935,6
gemma-2-9b-it,19,20,0.4634146341463415,trimmed_mean,raw,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.6173083782196045,0.3091653237740199,0.3714507702324126,0.24585760798719192,-0.06228544645839268,0.09178608076439965,2
gemma-2-9b-it,19,20,0.4634146341463415,trimmed_mean,raw,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.5019772251447042,0.34020279347896576,0.399548664689064,0.1024285604556402,-0.05934587121009827,0.021541344622770964,4
gemma-2-9b-it,19,20,0.4634146341463415,trimmed_mean,raw,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.5156600773334503,0.34610433379809064,0.39302053385310703,0.12263954348034328,-0.0469162000550164,0.03786167171266347,3
gemma-2-9b-it,19,20,0.4634146341463415,trimmed_mean,placebo_calibrated,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.370209738612175,0.5234668056170145,0.23760341190629536,0.13260632670587963,0.28586339371071917,0.2092348602082994,1
gemma-2-9b-it,19,20,0.4634146341463415,trimmed_mean,placebo_calibrated,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.3667907615502675,0.1868923989435037,0.35093453981810147,0.015856221732166054,-0.16404214087459776,-0.07409295957121587,7
gemma-2-9b-it,19,20,0.4634146341463415,trimmed_mean,placebo_calibrated,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.38274188836415607,0.15812552471955618,0.3552064556214545,0.027535432742701593,-0.1970809309018983,-0.08477274907959836,8
gemma-2-9b-it,19,20,0.4634146341463415,trimmed_mean,placebo_calibrated,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.38448667526245117,0.2725632004439831,0.3164789680805471,0.06800770718190408,-0.04391576763656402,0.012045969772670029,5
gemma-2-9b-it,19,20,0.4634146341463415,trimmed_mean,placebo_calibrated,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.19262137388189635,0.31894172231356305,0.3649745612508721,-0.17235318736897573,-0.04603283893730903,-0.1091930131531424,10
gemma-2-9b-it,19,20,0.4634146341463415,trimmed_mean,placebo_calibrated,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.21850086996952692,0.30010321736335754,0.3626275642050637,-0.14412669423553678,-0.06252434684170616,-0.10332552053862148,9
gemma-2-9b-it,19,20,0.4634146341463415,trimmed_mean,placebo_calibrated,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.19672170405586561,0.39101694027582806,0.3395827118721273,-0.14286100781626168,0.051434228403700766,-0.04571338970628047,6
gemma-2-9b-it,19,20,0.4634146341463415,trimmed_mean,placebo_calibrated,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.5236984590689341,0.2721453768511613,0.2702143146759934,0.2534841443929407,0.0019310621751679191,0.12770760328405434,2
gemma-2-9b-it,19,20,0.4634146341463415,trimmed_mean,placebo_calibrated,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.4077451229095459,0.26888492951790494,0.3099522425068749,0.09779288040267098,-0.041067312988969984,0.028362783706850525,4
gemma-2-9b-it,19,20,0.4634146341463415,trimmed_mean,placebo_calibrated,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.43693430225054425,0.25335610782106716,0.3053987899588214,0.13153551229172283,-0.05204268213775426,0.03974641507698429,3
gemma-2-9b-it,20,21,0.4878048780487805,mean,raw,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.49069467186927795,0.5835692683855692,0.3396933500965436,0.15100132177273434,0.2438759182890256,0.19743862003087992,1
gemma-2-9b-it,20,21,0.4878048780487805,mean,raw,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.4945518175760905,0.2550130660335223,0.4479263689782884,0.0466254485978021,-0.1929133029447661,-0.073143927173482,9
gemma-2-9b-it,20,21,0.4878048780487805,mean,raw,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.5050306022167206,0.2432789777716001,0.44834480351871914,0.056685798698001444,-0.20506582574711904,-0.07419001352455878,10
gemma-2-9b-it,20,21,0.4878048780487805,mean,raw,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.44758615891138714,0.3741686940193176,0.4238630458712578,0.023723113040129362,-0.049694351851940155,-0.012985619405905369,5
gemma-2-9b-it,20,21,0.4878048780487805,mean,raw,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.34870555996894836,0.40825241804122925,0.44546200417810017,-0.0967564442091518,-0.03720958613687092,-0.06698301517301136,8
gemma-2-9b-it,20,21,0.4878048780487805,mean,raw,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.36445892850557965,0.4017929136753082,0.44236404945453006,-0.07790512094895041,-0.040571135779221834,-0.059238128364086096,7
gemma-2-9b-it,20,21,0.4878048780487805,mean,raw,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.2859208360314369,0.5115889807542165,0.43194472458627486,-0.14602388855483794,0.07964425616794168,-0.03318981619344813,6
gemma-2-9b-it,20,21,0.4878048780487805,mean,raw,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.6251446008682251,0.3300652379790942,0.3793780505657196,0.2457665503025055,-0.0493128125866254,0.09822686885794008,2
gemma-2-9b-it,20,21,0.4878048780487805,mean,raw,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.48111342390378314,0.37436822056770325,0.41262078202433056,0.06849264187945259,-0.03825256145662731,0.015120040211412611,3
gemma-2-9b-it,20,21,0.4878048780487805,mean,raw,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.4885148306687673,0.3595567544301351,0.4150908018151919,0.07342402885357535,-0.05553404738505685,0.00894499073425925,4
gemma-2-9b-it,20,21,0.4878048780487805,mean,placebo_calibrated,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.42397430539131165,0.5696316262086233,0.3128373540110058,0.11113695138030583,0.25679427219761747,0.18396561178896165,1
gemma-2-9b-it,20,21,0.4878048780487805,mean,placebo_calibrated,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.43059207995732623,0.2604878644148509,0.4136793497535918,0.01691273020373446,-0.15319148533874088,-0.06813937756750321,8
gemma-2-9b-it,20,21,0.4878048780487805,mean,placebo_calibrated,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.45160746574401855,0.23994931081930795,0.4135204056898753,0.03808706005414325,-0.17357109487056735,-0.06774201740821206,7
gemma-2-9b-it,20,21,0.4878048780487805,mean,placebo_calibrated,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.4063451985518138,0.3569236050049464,0.38961639669206405,0.01672880185974973,-0.03269279168711764,-0.007981994913683954,5
gemma-2-9b-it,20,21,0.4878048780487805,mean,placebo_calibrated,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.2857131212949753,0.3867212136586507,0.4198945528931088,-0.1341814315981335,-0.03317333923445809,-0.08367738541629582,10
gemma-2-9b-it,20,21,0.4878048780487805,mean,placebo_calibrated,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.31375611821810406,0.37321027119954425,0.4150505347384347,-0.10129441652033061,-0.04184026353889042,-0.07156734002961052,9
gemma-2-9b-it,20,21,0.4878048780487805,mean,placebo_calibrated,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.2539145847161611,0.4756052990754445,0.40086603661378223,-0.14695145189762115,0.07473926246166229,-0.03610609471797943,6
gemma-2-9b-it,20,21,0.4878048780487805,mean,placebo_calibrated,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.5868929326534271,0.3305855492750804,0.3382131705681483,0.2486797620852788,-0.007627621293067932,0.12052607039610547,2
gemma-2-9b-it,20,21,0.4878048780487805,mean,placebo_calibrated,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.4457684854666392,0.3516976634661357,0.37821728156672585,0.06755120389991337,-0.02651961810059017,0.0205157928996616,3
gemma-2-9b-it,20,21,0.4878048780487805,mean,placebo_calibrated,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.46036002039909363,0.32473525901635486,0.38234090473916793,0.0780191156599257,-0.05760564572281307,0.010206734968556286,4
gemma-2-9b-it,20,21,0.4878048780487805,median,raw,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.4949237108230591,0.5960225462913513,0.3436709592739741,0.15125275154908496,0.2523515870173772,0.20180216928323108,1
gemma-2-9b-it,20,21,0.4878048780487805,median,raw,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.4938668708006541,0.26583843926588696,0.4540846082899306,0.03978226251072353,-0.18824616902404362,-0.07423195325666004,9
gemma-2-9b-it,20,21,0.4878048780487805,median,raw,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.5042790472507477,0.2548943907022476,0.4542618989944458,0.05001714825630188,-0.19936750829219818,-0.07467518001794815,10
gemma-2-9b-it,20,21,0.4878048780487805,median,raw,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.4496376117070516,0.3814184268315633,0.4303010321325726,0.019336579574478985,-0.048882605301009296,-0.014773012863265156,5
gemma-2-9b-it,20,21,0.4878048780487805,median,raw,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.35509974757830304,0.4141321579615275,0.4509090764655007,-0.09580932888719768,-0.03677691850397319,-0.06629312369558543,8
gemma-2-9b-it,20,21,0.4878048780487805,median,raw,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.370218425989151,0.4078946113586426,0.4479486991961797,-0.07773027320702869,-0.04005408783753711,-0.0588921805222829,7
gemma-2-9b-it,20,21,0.4878048780487805,median,raw,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.29406513273715973,0.5129067897796631,0.4383290708065033,-0.14426393806934357,0.07457771897315979,-0.03484310954809189,6
gemma-2-9b-it,20,21,0.4878048780487805,median,raw,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.6287402908007304,0.3372892091671626,0.38530987832281327,0.24343041247791708,-0.048020669155650675,0.09770487166113317,2
gemma-2-9b-it,20,21,0.4878048780487805,median,raw,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.48880468805631,0.37851907809575397,0.41821178959475624,0.07059289846155375,-0.039692711499002276,0.01545009348127574,3
gemma-2-9b-it,20,21,0.4878048780487805,median,raw,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.4954635997613271,0.36382176478703815,0.42089125679598915,0.07457234296533793,-0.057069492008951006,0.008751425478193464,4
gemma-2-9b-it,20,21,0.4878048780487805,median,placebo_calibrated,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.43288150429725647,0.5827716986338297,0.32214346362484825,0.11073804067240822,0.26062823500898147,0.1856831378406948,1
gemma-2-9b-it,20,21,0.4878048780487805,median,placebo_calibrated,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.4368429283301036,0.2753590742746989,0.4232938637336095,0.013549064596494076,-0.1479347894589106,-0.06719286243120826,8
gemma-2-9b-it,20,21,0.4878048780487805,median,placebo_calibrated,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.4568488399187724,0.2562202165524165,0.4230048457781474,0.033843994140625,-0.1667846292257309,-0.06647031754255295,7
gemma-2-9b-it,20,21,0.4878048780487805,median,placebo_calibrated,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.4123286008834839,0.3711610585451126,0.3995313114590115,0.012797289424472391,-0.028370252913898886,-0.007786481744713247,5
gemma-2-9b-it,20,21,0.4878048780487805,median,placebo_calibrated,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.29774142801761627,0.39732177058855694,0.42900679839981926,-0.13126537038220298,-0.03168502781126231,-0.08147519909673262,10
gemma-2-9b-it,20,21,0.4878048780487805,median,placebo_calibrated,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.3245256046454112,0.3849611779054006,0.4241989370849397,-0.09967333243952853,-0.039237759179539144,-0.06945554580953384,9
gemma-2-9b-it,20,21,0.4878048780487805,median,placebo_calibrated,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.2648204565048218,0.48471711079279584,0.4108486755026711,-0.14602821899784935,0.07386843529012471,-0.03607989185386229,6
gemma-2-9b-it,20,21,0.4878048780487805,median,placebo_calibrated,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.5906545420487722,0.33971606691678363,0.35057099494669175,0.24008354710208046,-0.010854928029908117,0.1146143095360862,2
gemma-2-9b-it,20,21,0.4878048780487805,median,placebo_calibrated,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.4536477327346802,0.36217033863067627,0.3887551741467582,0.06489255858792198,-0.02658483551608193,0.019153861535920025,3
gemma-2-9b-it,20,21,0.4878048780487805,median,placebo_calibrated,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.46713319420814514,0.33651103079319,0.3928131229347653,0.07432007127337986,-0.05630209214157528,0.009008989565902292,4
gemma-2-9b-it,20,21,0.4878048780487805,trimmed_mean,raw,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.4935616652170817,0.5896712144215902,0.34229324675268596,0.15126841846439576,0.24737796766890424,0.19932319306664997,1
gemma-2-9b-it,20,21,0.4878048780487805,trimmed_mean,raw,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.49558605750401813,0.2607242042819659,0.45126745270358193,0.0443186048004362,-0.19054324842161602,-0.07311232181058991,9
gemma-2-9b-it,20,21,0.4878048780487805,trimmed_mean,raw,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.5057187775770823,0.2492846672733625,0.4517030583487617,0.0540157192283206,-0.2024183910753992,-0.07420133592353928,10
gemma-2-9b-it,20,21,0.4878048780487805,trimmed_mean,raw,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.44960182905197144,0.37833426892757416,0.4273921739723947,0.02220965507957673,-0.04905790504482055,-0.01342412498262191,5
gemma-2-9b-it,20,21,0.4878048780487805,trimmed_mean,raw,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.3521367559830348,0.41234434644381207,0.44854383915662766,-0.09640708317359287,-0.036199492712815584,-0.06630328794320423,8
gemma-2-9b-it,20,21,0.4878048780487805,trimmed_mean,raw,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.3675148089726766,0.4061501423517863,0.4454825561907556,-0.07796774721807903,-0.03933241383896929,-0.05865008052852416,7
gemma-2-9b-it,20,21,0.4878048780487805,trimmed_mean,raw,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.2901579712828,0.5139598548412323,0.4353315979242325,-0.14517362664143246,0.07862825691699982,-0.03327268486221635,6
gemma-2-9b-it,20,21,0.4878048780487805,trimmed_mean,raw,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.6261269251505533,0.3337908561031024,0.38339827954769135,0.242728645602862,-0.04960742344458896,0.0965606110791365,2
gemma-2-9b-it,20,21,0.4878048780487805,trimmed_mean,raw,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.48444350560506183,0.3772739867369334,0.4161317091849115,0.06831179642015034,-0.03885772244797808,0.014727036986086128,3
gemma-2-9b-it,20,21,0.4878048780487805,trimmed_mean,raw,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.4914052089055379,0.3626634329557419,0.4186813260118167,0.07272388289372123,-0.0560178930560748,0.008352994918823187,4
gemma-2-9b-it,20,21,0.4878048780487805,trimmed_mean,placebo_calibrated,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.42913032571474713,0.576662669579188,0.3178751948806975,0.11125513083404964,0.2587874746984905,0.18502130276627005,1
gemma-2-9b-it,20,21,0.4878048780487805,trimmed_mean,placebo_calibrated,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.4334171215693156,0.26913248499234516,0.41895632445812225,0.014460797111193358,-0.1498238394657771,-0.06768152117729187,8
gemma-2-9b-it,20,21,0.4878048780487805,trimmed_mean,placebo_calibrated,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.45405276616414386,0.24905153115590414,0.4187714275386598,0.03528133862548405,-0.16971989638275567,-0.06721927887863582,7
gemma-2-9b-it,20,21,0.4878048780487805,trimmed_mean,placebo_calibrated,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.40897804498672485,0.3654949565728505,0.39498185945881736,0.01399618552790749,-0.029486902885966837,-0.007745358679029701,5
gemma-2-9b-it,20,21,0.4878048780487805,trimmed_mean,placebo_calibrated,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.2929143160581589,0.39197638630867004,0.42484262585639954,-0.13192830979824066,-0.03286623954772949,-0.08239727467298508,10
gemma-2-9b-it,20,21,0.4878048780487805,trimmed_mean,placebo_calibrated,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.32047143081823987,0.3788169026374817,0.4200434154934353,-0.09957198467519546,-0.041226512855953634,-0.07039924876557452,9
gemma-2-9b-it,20,21,0.4878048780487805,trimmed_mean,placebo_calibrated,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.2601574808359146,0.4800210992495219,0.40641333328353035,-0.14625585244761574,0.07360776596599156,-0.036324043240812065,6
gemma-2-9b-it,20,21,0.4878048780487805,trimmed_mean,placebo_calibrated,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.5889339248339335,0.33546241621176404,0.34500741296344334,0.24392651187049014,-0.009544996751679302,0.11719075755940539,2
gemma-2-9b-it,20,21,0.4878048780487805,trimmed_mean,placebo_calibrated,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.44982224702835083,0.35786888500054675,0.38390914930237663,0.0659130977259742,-0.026040264301829874,0.019936416712072136,3
gemma-2-9b-it,20,21,0.4878048780487805,trimmed_mean,placebo_calibrated,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.46398964524269104,0.3313196847836177,0.38803641663657296,0.07595322860611808,-0.05671673185295528,0.009618248376581429,4
gemma-2-9b-it,21,22,0.5121951219512195,mean,raw,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.4220181703567505,0.5852649112542471,0.3420107116301854,0.08000745872656506,0.24325419962406164,0.1616308291753134,1
gemma-2-9b-it,21,22,0.5121951219512195,mean,raw,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.5086502532164255,0.2332549293835958,0.4304700113005108,0.07818024191591472,-0.19721508191691503,-0.05951742000050014,7
gemma-2-9b-it,21,22,0.5121951219512195,mean,raw,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.5150928894678751,0.21551654736200967,0.43423525989055634,0.08085762957731879,-0.21871871252854666,-0.06893054147561395,9
gemma-2-9b-it,21,22,0.5121951219512195,mean,raw,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.4527544875939687,0.34087228775024414,0.41322948038578033,0.039525007208188356,-0.0723571926355362,-0.016416092713673947,5
gemma-2-9b-it,21,22,0.5121951219512195,mean,raw,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.30106886724630993,0.42846299211184186,0.43459445238113403,-0.1335255851348241,-0.006131460269292177,-0.06982852270205814,10
gemma-2-9b-it,21,22,0.5121951219512195,mean,raw,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.31750883162021637,0.4207219382127126,0.4316948155562083,-0.11418598393599194,-0.010972877343495724,-0.06257943063974386,8
gemma-2-9b-it,21,22,0.5121951219512195,mean,raw,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.24753769735495249,0.5384449462095896,0.4157775243123372,-0.16823982695738474,0.12266742189725238,-0.02278620253006619,6
gemma-2-9b-it,21,22,0.5121951219512195,mean,raw,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.6437822182973226,0.3083532601594925,0.3603932460149129,0.2833889722824097,-0.05203998585542041,0.11567449321349466,2
gemma-2-9b-it,21,22,0.5121951219512195,mean,raw,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.4902190864086151,0.3424842705329259,0.40020395318667096,0.09001513322194415,-0.05771968265374505,0.016147725284099523,3
gemma-2-9b-it,21,22,0.5121951219512195,mean,raw,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.49658405780792236,0.3246682236591975,0.4040209783448113,0.09256307946311104,-0.07935275468561381,0.006605162388748642,4
gemma-2-9b-it,21,22,0.5121951219512195,mean,placebo_calibrated,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.4306364854176839,0.5843065877755483,0.35567643576198155,0.07496004965570235,0.2286301520135668,0.1517951008346346,1
gemma-2-9b-it,21,22,0.5121951219512195,mean,placebo_calibrated,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.4836883544921875,0.28195588290691376,0.43877604769335854,0.04491230679882896,-0.15682016478644478,-0.05595392899380791,7
gemma-2-9b-it,21,22,0.5121951219512195,mean,placebo_calibrated,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.4969627062479655,0.25869124631086987,0.44210614264011383,0.05485656360785168,-0.18341489632924396,-0.06427916636069614,8
gemma-2-9b-it,21,22,0.5121951219512195,mean,placebo_calibrated,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.4504084090391795,0.36710195740063983,0.42148733801311916,0.02892107102606034,-0.05438538061247933,-0.012732154793209494,5
gemma-2-9b-it,21,22,0.5121951219512195,mean,placebo_calibrated,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.298821821808815,0.43643425901730853,0.44890543321768445,-0.15008361140886944,-0.012471174200375912,-0.0812773928046227,10
